"","Index","Age","Gender","Word","If_word","Decision","Answer","RT","Word_length"
"71",1,22,"female","плинка","no",NA,"right",NA,6
"72",1,22,"female","яшель","no",NA,"right",NA,5
"73",1,22,"female","щека","yes","space","right",0.54019600013271,4
"74",1,22,"female","фонарь","yes","space","right",0.591815000399947,6
"75",1,22,"female","ходо","no","space","wrong",0.37225789995864,4
"76",1,22,"female","веньмо","no",NA,"right",NA,6
"77",1,22,"female","письмо","yes","space","right",0.499637499917299,6
"78",1,22,"female","опрыдь","no",NA,"right",NA,6
"79",1,22,"female","осчинь","no",NA,"right",NA,6
"80",1,22,"female","кукла","yes","space","right",0.482126600109041,5
"81",1,22,"female","неворт","no",NA,"right",NA,6
"82",1,22,"female","доктор","yes","space","right",0.485740900039673,6
"83",1,22,"female","паук","yes","space","right",0.424373799934983,4
"84",1,22,"female","живот","yes","space","right",0.519470499828458,5
"85",1,22,"female","жена","yes","space","right",0.393936799839139,4
"86",1,22,"female","желсок","no",NA,"right",NA,6
"87",1,22,"female","выремь","no",NA,"right",NA,6
"88",1,22,"female","эпрад","no",NA,"right",NA,5
"89",1,22,"female","кусок","yes","space","right",0.486804199870676,5
"90",1,22,"female","солнце","yes","space","right",0.480400700122118,6
"91",1,22,"female","муха","yes","space","right",0.380492299795151,4
"92",1,22,"female","лицо","yes","space","right",0.44577579991892,4
"93",1,22,"female","карман","yes","space","right",0.492057499941438,6
"94",1,22,"female","пленто","no",NA,"right",NA,6
"95",1,22,"female","угол","yes","space","right",0.454256999772042,4
"96",1,22,"female","вата","yes","space","right",0.706733699887991,4
"97",1,22,"female","забор","yes","space","right",0.418405199889094,5
"98",1,22,"female","хика","no",NA,"right",NA,4
"99",1,22,"female","вуган","no",NA,"right",NA,5
"100",1,22,"female","треза","no",NA,"right",NA,5
"101",1,22,"female","апаж","no",NA,"right",NA,4
"102",1,22,"female","доска","yes","space","right",0.488843400031328,5
"103",1,22,"female","дети","yes","space","right",0.556924500036985,4
"104",1,22,"female","весна","yes","space","right",0.398735200054944,5
"105",1,22,"female","битля","no","space","wrong",0.357463200110942,5
"106",1,22,"female","десья","no",NA,"right",NA,5
"107",1,22,"female","шнеток","no",NA,"right",NA,6
"108",1,22,"female","кулун","no",NA,"right",NA,5
"109",1,22,"female","груша","yes","space","right",0.531037299893796,5
"110",1,22,"female","зубы","yes","space","right",0.431287199724466,4
"111",1,22,"female","деньги","yes","space","right",0.376279499847442,6
"112",1,22,"female","войстов","no",NA,"right",NA,7
"113",1,22,"female","пазошь","no",NA,"right",NA,6
"114",1,22,"female","лето","yes","space","right",0.458715400192887,4
"115",1,22,"female","пальто","yes","space","right",0.420082199852914,6
"116",1,22,"female","юктус","no",NA,"right",NA,5
"117",1,22,"female","фазлек","no",NA,"right",NA,6
"118",1,22,"female","удар","yes","space","right",0.431775399949402,4
"119",1,22,"female","овог","no",NA,"right",NA,4
"120",1,22,"female","песня","yes","space","right",0.385891300160438,5
"121",1,22,"female","фектет","no",NA,"right",NA,6
"122",1,22,"female","лошадь","yes","space","right",0.401571999769658,6
"123",1,22,"female","куше","no",NA,"right",NA,4
"124",1,22,"female","выньце","no",NA,"right",NA,6
"125",1,22,"female","номер","yes","space","right",0.462417999748141,5
"126",1,22,"female","ветер","yes","space","right",0.4754355000332,5
"127",1,22,"female","бодор","no",NA,"right",NA,5
"128",1,22,"female","вогой","no",NA,"right",NA,5
"129",1,22,"female","депьял","no",NA,"right",NA,6
"130",1,22,"female","лиса","yes","space","right",0.500368000008166,4
"131",1,22,"female","поезд","yes","space","right",0.44885619962588,5
"132",1,22,"female","вагон","yes","space","right",0.451589999720454,5
"133",1,22,"female","кефир","yes","space","right",0.412425399757922,5
"134",1,22,"female","котчох","no",NA,"right",NA,6
"135",1,22,"female","урок","yes","space","right",0.512911499943584,4
"136",1,22,"female","мильца","no",NA,"right",NA,6
"137",1,22,"female","хруты","no",NA,"right",NA,5
"138",1,22,"female","черсы","no",NA,"right",NA,5
"139",1,22,"female","звонок","yes","space","right",0.386958800256252,6
"140",1,22,"female","фопьяк","no",NA,"right",NA,6
"141",1,22,"female","язык","yes","space","right",0.465361800044775,4
"142",1,22,"female","тунка","no",NA,"right",NA,5
"143",1,22,"female","дача","yes","space","right",0.425227500032633,4
"144",1,22,"female","пелань","no",NA,"right",NA,6
"145",1,22,"female","чигност","no",NA,"right",NA,7
"146",1,22,"female","крыло","yes","space","right",0.479548200033605,5
"147",1,22,"female","дира","no",NA,"right",NA,4
"148",1,22,"female","месяц","yes","space","right",0.435243900399655,5
"149",1,22,"female","баран","yes","space","right",0.548836200032383,5
"150",1,22,"female","овца","yes","space","right",0.432785599958152,4
"151",1,22,"female","цупка","no",NA,"right",NA,5
"152",1,22,"female","черан","no",NA,"right",NA,5
"153",1,22,"female","пицца","yes","space","right",0.726563799660653,5
"154",1,22,"female","утюг","yes","space","right",0.465278899762779,4
"155",1,22,"female","трефин","no",NA,"right",NA,6
"156",1,22,"female","раква","no",NA,"right",NA,5
"157",1,22,"female","пчела","yes","space","right",0.543665100354701,5
"158",1,22,"female","адрес","yes","space","right",0.441052100155503,5
"159",1,22,"female","цвутня","no",NA,"right",NA,6
"160",1,22,"female","сердце","yes","space","right",0.48985099978745,6
"161",1,22,"female","пунцичь","no",NA,"right",NA,7
"162",1,22,"female","сосед","yes","space","right",0.394891100004315,5
"163",1,22,"female","лужа","yes","space","right",0.43337839981541,4
"164",1,22,"female","тричок","no",NA,"right",NA,6
"165",1,22,"female","гнездо","yes","space","right",0.479791999794543,6
"166",1,22,"female","берег","yes","space","right",0.40900250012055,5
"167",1,22,"female","бочка","yes","space","right",0.351023099850863,5
"168",1,22,"female","слово","yes","space","right",0.372657000087202,5
"169",1,22,"female","земля","yes","space","right",0.387580499984324,5
"170",1,22,"female","южжичь","no",NA,"right",NA,6
"171",1,22,"female","ноготь","yes","space","right",0.542038000188768,6
"172",1,22,"female","кнопка","yes","space","right",0.411782899871468,6
"173",1,22,"female","туан","no",NA,"right",NA,4
"174",1,22,"female","река","yes","space","right",0.443471500184387,4
"175",1,22,"female","свеммо","no",NA,"right",NA,6
"176",1,22,"female","беда","yes","space","right",0.338803199585527,4
"177",1,22,"female","ортонь","no","space","wrong",0.312211000360548,6
"178",1,22,"female","танец","yes","space","right",0.440131399780512,5
"179",1,22,"female","окно","yes","space","right",0.412602600175887,4
"180",1,22,"female","лоча","no",NA,"right",NA,4
"181",1,22,"female","изюм","yes","space","right",0.450710299890488,4
"182",1,22,"female","тётя","yes","space","right",0.526489599607885,4
"183",1,22,"female","тифон","no",NA,"right",NA,5
"184",1,22,"female","шорты","yes","space","right",0.520238699857146,5
"185",1,22,"female","зутан","no",NA,"right",NA,5
"186",1,22,"female","лонрог","no",NA,"right",NA,6
"187",1,22,"female","завод","yes","space","right",0.426523100119084,5
"188",1,22,"female","кожа","yes","space","right",0.392475700005889,4
"189",1,22,"female","лапа","yes","space","right",0.391591600142419,4
"190",1,22,"female","свинья","yes","space","right",0.53003739984706,6
"191",1,22,"female","выгло","no","space","wrong",0.370587600395083,5
"192",1,22,"female","ванна","yes","space","right",0.500272699631751,5
"193",1,22,"female","сова","yes","space","right",0.446509199682623,4
"194",1,22,"female","барнак","no",NA,"right",NA,6
"195",1,22,"female","щулька","no",NA,"right",NA,6
"196",1,22,"female","интец","no",NA,"right",NA,5
"197",1,22,"female","йогурт","yes","space","right",0.487586400005966,6
"198",1,22,"female","вода","yes","space","right",0.411224099807441,4
"199",1,22,"female","глисо","no",NA,"right",NA,5
"200",1,22,"female","бикень","no",NA,"right",NA,6
"201",1,22,"female","рацма","no",NA,"right",NA,5
"202",1,22,"female","кугур","no",NA,"right",NA,5
"203",1,22,"female","перо","yes","space","right",0.496278500184417,4
"204",1,22,"female","пюре","yes","space","right",0.475201799999923,4
"205",1,22,"female","сьюва","no",NA,"right",NA,5
"206",1,22,"female","дярка","no",NA,"right",NA,5
"207",1,22,"female","витлюн","no",NA,"right",NA,6
"208",1,22,"female","луна","yes","space","right",0.4401187999174,4
"209",1,22,"female","точка","yes","space","right",0.412518300116062,5
"210",1,22,"female","слеза","yes","space","right",0.468603900168091,5
"211",1,22,"female","камень","yes","space","right",0.41967450035736,6
"212",1,22,"female","утро","yes","space","right",0.465607200283557,4
"213",1,22,"female","хальдан","no",NA,"right",NA,7
"214",1,22,"female","лодка","yes","space","right",0.372435400262475,5
"215",1,22,"female","вишня","yes","space","right",0.408747899811715,5
"216",1,22,"female","гласпы","no",NA,"right",NA,6
"217",1,22,"female","сцурка","no",NA,"right",NA,6
"218",1,22,"female","кеппет","no",NA,"right",NA,6
"219",1,22,"female","небо","yes","space","right",0.424202499911189,4
"220",1,22,"female","прена","no",NA,"right",NA,5
"221",1,22,"female","море","yes","space","right",0.423571700230241,4
"222",1,22,"female","песок","yes","space","right",0.495507299900055,5
"223",1,22,"female","целдер","no",NA,"right",NA,6
"224",1,22,"female","ускут","no",NA,"right",NA,5
"225",1,22,"female","лампа","yes","space","right",0.39611929981038,5
"226",1,22,"female","пакет","yes","space","right",0.404198299627751,5
"227",1,22,"female","галесь","no",NA,"right",NA,6
"228",1,22,"female","рыба","yes","space","right",0.437258200254291,4
"229",1,22,"female","тойза","no",NA,"right",NA,5
"230",1,22,"female","макичь","no",NA,"right",NA,6
"231",1,22,"female","яйцо","yes","space","right",0.658203699626029,4
"232",1,22,"female","чудо","yes","space","right",0.434683800209314,4
"233",1,22,"female","ящик","yes","space","right",0.488397900015116,4
"234",1,22,"female","ниппа","no",NA,"right",NA,5
"235",1,22,"female","глека","no",NA,"right",NA,5
"236",1,22,"female","локоть","yes","space","right",0.430967400316149,6
"237",1,22,"female","цветок","yes","space","right",0.429716799873859,6
"238",1,22,"female","изжань","no",NA,"right",NA,6
"239",1,22,"female","икруп","no",NA,"right",NA,5
"240",1,22,"female","ювак","no",NA,"right",NA,4
"241",1,22,"female","рука","yes","space","right",0.433498499915004,4
"242",1,22,"female","лоур","no",NA,"right",NA,4
"243",1,22,"female","вечер","yes","space","right",0.486044100020081,5
"244",1,22,"female","обед","yes","space","right",0.403558699879795,4
"245",1,22,"female","корень","yes","space","right",0.431743900291622,6
"246",1,22,"female","зелер","no",NA,"right",NA,5
"247",1,22,"female","дрыпля","no",NA,"right",NA,6
"248",1,22,"female","журтынь","no",NA,"right",NA,7
"249",1,22,"female","поле","yes","space","right",0.393550199922174,4
"250",1,22,"female","меклим","no",NA,"right",NA,6
"251",1,22,"female","цатка","no",NA,"right",NA,5
"252",1,22,"female","люрык","no",NA,"right",NA,5
"253",1,22,"female","бутфиль","no",NA,"right",NA,7
"254",1,22,"female","такслир","no",NA,"right",NA,7
"255",1,22,"female","ложка","yes","space","right",0.403376299887896,5
"256",1,22,"female","смилок","no",NA,"right",NA,6
"257",1,22,"female","ключи","yes","space","right",0.477506499737501,5
"258",1,22,"female","банка","yes","space","right",0.41790910018608,5
"259",1,22,"female","теньтефь","no",NA,"right",NA,8
"260",1,22,"female","баларь","no",NA,"right",NA,6
"261",1,22,"female","трава","yes","space","right",0.439277400262654,5
"262",1,22,"female","мыло","yes","space","right",0.42820980027318,4
"263",1,22,"female","палец","yes","space","right",0.425870300270617,5
"264",1,22,"female","лермей","no",NA,"right",NA,6
"265",1,22,"female","нарняк","no",NA,"right",NA,6
"266",1,22,"female","свеча","yes","space","right",0.416117500048131,5
"267",1,22,"female","музей","yes","space","right",0.428050400223583,5
"268",1,22,"female","зула","no","space","wrong",0.415704399812967,4
"269",1,22,"female","кадинь","no",NA,"right",NA,6
"270",1,22,"female","белка","yes","space","right",0.517409500200301,5
"271",1,22,"female","новзик","no",NA,"right",NA,6
"272",1,22,"female","гжольты","no",NA,"right",NA,7
"273",1,22,"female","конец","yes","space","right",0.450669100042432,5
"274",1,22,"female","велла","no",NA,"right",NA,5
"275",1,22,"female","чехвинь","no",NA,"right",NA,7
"276",1,22,"female","игра","yes","space","right",0.597111099865288,4
"277",1,22,"female","вилка","yes","space","right",0.454451899975538,5
"278",1,22,"female","фойза","no",NA,"right",NA,5
"279",1,22,"female","шехня","no",NA,"right",NA,5
"280",1,22,"female","зебра","yes","space","right",0.503651500213891,5
"281",1,22,"female","толье","no",NA,"right",NA,5
"282",1,22,"female","масло","yes","space","right",0.372933499980718,5
"283",1,22,"female","краска","yes","space","right",0.443302500061691,6
"284",1,22,"female","школа","yes","space","right",0.431705699767917,5
"285",1,22,"female","рукав","yes","space","right",0.415412100031972,5
"286",1,22,"female","снылька","no",NA,"right",NA,7
"287",1,22,"female","дактон","no",NA,"right",NA,6
"288",1,22,"female","тряпка","yes","space","right",0.410801399964839,6
"289",1,22,"female","мулдув","no",NA,"right",NA,6
"290",1,22,"female","кеха","no",NA,"right",NA,4
"291",1,22,"female","тиня","no",NA,"right",NA,4
"292",1,22,"female","долькшнет","no",NA,"right",NA,9
"293",1,22,"female","каврам","no",NA,"right",NA,6
"294",1,22,"female","труба","yes","space","right",0.502372100017965,5
"295",1,22,"female","утка","yes","space","right",0.464173700194806,4
"296",1,22,"female","билет","yes","space","right",0.431769500020891,5
"297",1,22,"female","санки","yes","space","right",0.428414599969983,5
"298",1,22,"female","диван","yes","space","right",0.407659800257534,5
"299",1,22,"female","пират","yes","space","right",0.381689000409096,5
"300",1,22,"female","плечо","yes","space","right",0.39172329986468,5
"301",1,22,"female","ответ","yes","space","right",0.359912600368261,5
"302",1,22,"female","чинтирь","no","space","wrong",0.321888099890202,7
"303",1,22,"female","агва","no",NA,"right",NA,4
"304",1,22,"female","книга","yes","space","right",0.485193700063974,5
"305",1,22,"female","полёт","yes","space","right",0.387455599848181,5
"306",1,22,"female","щётка","yes","space","right",0.382106499746442,5
"307",1,22,"female","волна","yes","space","right",0.38213500007987,5
"308",1,22,"female","жикно","no",NA,"right",NA,5
"309",1,22,"female","мероть","no",NA,"right",NA,6
"310",1,22,"female","щекниль","no",NA,"right",NA,7
"311",1,22,"female","сдажка","no",NA,"right",NA,6
"312",1,22,"female","апонь","no",NA,"right",NA,5
"313",1,22,"female","транка","no",NA,"right",NA,6
"314",1,22,"female","кулак","yes","space","right",0.589929199777544,5
"315",1,22,"female","шулкан","no",NA,"right",NA,6
"316",1,22,"female","рукса","no",NA,"right",NA,5
"317",1,22,"female","ухо","yes","space","right",0.496854100376368,3
"318",1,22,"female","гаслень","no",NA,"right",NA,7
"319",1,22,"female","дипа","no",NA,"right",NA,4
"320",1,22,"female","жеглин","no",NA,"right",NA,6
"321",2,20,"female","ручка","yes","space","right",0.529384500347078,5
"322",2,20,"female","фонарь","yes","space","right",0.358774900436401,6
"323",2,20,"female","хальдан","no",NA,"right",NA,7
"324",2,20,"female","апаж","no",NA,"right",NA,4
"325",2,20,"female","пагочь","no",NA,"right",NA,6
"326",2,20,"female","буква","yes","space","right",0.467186499852687,5
"327",2,20,"female","йогурт","yes","space","right",0.442453500349075,6
"328",2,20,"female","перо","yes","space","right",0.376282900106162,4
"329",2,20,"female","депьял","no",NA,"right",NA,6
"330",2,20,"female","кефир","yes","space","right",0.365884200204164,5
"331",2,20,"female","агва","no",NA,"right",NA,4
"332",2,20,"female","хруты","no",NA,"right",NA,5
"333",2,20,"female","мероть","no",NA,"right",NA,6
"334",2,20,"female","небо","yes","space","right",0.363533399999142,4
"335",2,20,"female","фойза","no",NA,"right",NA,5
"336",2,20,"female","десья","no",NA,"right",NA,5
"337",2,20,"female","огонь","yes","space","right",0.378462499938905,5
"338",2,20,"female","малянц","no",NA,"right",NA,6
"339",2,20,"female","доктор","yes","space","right",0.370319300331175,6
"340",2,20,"female","прекифь","no",NA,"right",NA,7
"341",2,20,"female","деньги","yes","space","right",0.394780199974775,6
"342",2,20,"female","полёт","yes","space","right",0.443648100364953,5
"343",2,20,"female","неворт","no",NA,"right",NA,6
"344",2,20,"female","урок","yes","space","right",0.395007300190628,4
"345",2,20,"female","волос","yes","space","right",0.392012199852616,5
"346",2,20,"female","пюре","yes","space","right",0.426023900043219,4
"347",2,20,"female","пакет","yes","space","right",0.37449140008539,5
"348",2,20,"female","тунка","no","space","wrong",0.358561400324106,5
"349",2,20,"female","мулдув","no",NA,"right",NA,6
"350",2,20,"female","груша","yes","space","right",0.430504499934614,5
"351",2,20,"female","растол","no",NA,"right",NA,6
"352",2,20,"female","юктус","no",NA,"right",NA,5
"353",2,20,"female","кухня","yes","space","right",0.477281400002539,5
"354",2,20,"female","макичь","no",NA,"right",NA,6
"355",2,20,"female","ящик","yes","space","right",0.398641900159419,4
"356",2,20,"female","запах","yes","space","right",0.487706899642944,5
"357",2,20,"female","слово","yes","space","right",0.389884900301695,5
"358",2,20,"female","вуган","no",NA,"right",NA,5
"359",2,20,"female","земля","yes","space","right",0.461783399805427,5
"360",2,20,"female","снылька","no",NA,"right",NA,7
"361",2,20,"female","вилка","yes","space","right",0.493053500074893,5
"362",2,20,"female","море","yes","space","right",0.484963800292462,4
"363",2,20,"female","осень","yes","space","right",0.413731999695301,5
"364",2,20,"female","посмак","no",NA,"right",NA,6
"365",2,20,"female","пчела","yes","space","right",0.430211000144482,5
"366",2,20,"female","котчох","no",NA,"right",NA,6
"367",2,20,"female","тричок","no",NA,"right",NA,6
"368",2,20,"female","тиня","no",NA,"right",NA,4
"369",2,20,"female","урул","no",NA,"right",NA,4
"370",2,20,"female","глисо","no",NA,"right",NA,5
"371",2,20,"female","прена","no",NA,"right",NA,5
"372",2,20,"female","ключи","yes","space","right",0.559119599871337,5
"373",2,20,"female","дети","yes","space","right",0.44542090035975,4
"374",2,20,"female","мистна","no",NA,"right",NA,6
"375",2,20,"female","нупог","no",NA,"right",NA,5
"376",2,20,"female","билет","yes","space","right",0.466912200208753,5
"377",2,20,"female","гритня","no",NA,"right",NA,6
"378",2,20,"female","долькшнет","no",NA,"right",NA,9
"379",2,20,"female","реплен","no",NA,"right",NA,6
"380",2,20,"female","кальпон","no",NA,"right",NA,7
"381",2,20,"female","банка","yes","space","right",0.41056999983266,5
"382",2,20,"female","жикно","no",NA,"right",NA,5
"383",2,20,"female","вода","yes","space","right",0.398412300273776,4
"384",2,20,"female","рукав","yes","space","right",0.534990999847651,5
"385",2,20,"female","выньце","no","space","wrong",0.528007899876684,6
"386",2,20,"female","жеглин","no",NA,"right",NA,6
"387",2,20,"female","пунцичь","no",NA,"right",NA,7
"388",2,20,"female","цвутня","no",NA,"right",NA,6
"389",2,20,"female","сларты","no",NA,"right",NA,6
"390",2,20,"female","зебра","yes","space","right",0.469322799704969,5
"391",2,20,"female","утка","yes","space","right",0.664031699765474,4
"392",2,20,"female","весна","yes","space","right",0.410528399981558,5
"393",2,20,"female","глека","no",NA,"right",NA,5
"394",2,20,"female","новзик","no",NA,"right",NA,6
"395",2,20,"female","утюг","yes","space","right",0.498465599957854,4
"396",2,20,"female","пленто","no",NA,"right",NA,6
"397",2,20,"female","войстов","no",NA,"right",NA,7
"398",2,20,"female","река","yes","space","right",0.386582300066948,4
"399",2,20,"female","кнопка","yes","space","right",0.527252700179815,6
"400",2,20,"female","меклим","no",NA,"right",NA,6
"401",2,20,"female","хика","no",NA,"right",NA,4
"402",2,20,"female","ходо","no",NA,"right",NA,4
"403",2,20,"female","карман","yes","space","right",0.572819199878722,6
"404",2,20,"female","дача","yes","space","right",0.471793900243938,4
"405",2,20,"female","рацма","no",NA,"right",NA,5
"406",2,20,"female","слеза","yes","space","right",0.480788899585605,5
"407",2,20,"female","чехвинь","no",NA,"right",NA,7
"408",2,20,"female","поле","yes","space","right",0.515255799982697,4
"409",2,20,"female","рыба","yes","space","right",0.432425899896771,4
"410",2,20,"female","треза","no",NA,"right",NA,5
"411",2,20,"female","шапань","no",NA,"right",NA,6
"412",2,20,"female","толье","no",NA,"right",NA,5
"413",2,20,"female","опрыдь","no",NA,"right",NA,6
"414",2,20,"female","ортонь","no",NA,"right",NA,6
"415",2,20,"female","журтынь","no",NA,"right",NA,7
"416",2,20,"female","южжичь","no",NA,"right",NA,6
"417",2,20,"female","краска","yes","space","right",0.542102999985218,6
"418",2,20,"female","пазошь","no",NA,"right",NA,6
"419",2,20,"female","бочка","yes","space","right",0.49418789986521,5
"420",2,20,"female","овца","yes","space","right",0.447019100189209,4
"421",2,20,"female","фопьяк","no",NA,"right",NA,6
"422",2,20,"female","щекниль","no",NA,"right",NA,7
"423",2,20,"female","икруп","no",NA,"right",NA,5
"424",2,20,"female","волна","yes","space","right",0.472511400002986,5
"425",2,20,"female","цупка","no",NA,"right",NA,5
"426",2,20,"female","щука","yes","space","right",0.497039400041103,4
"427",2,20,"female","чигност","no",NA,"right",NA,7
"428",2,20,"female","лодка","yes","space","right",0.482468799687922,5
"429",2,20,"female","цатка","no",NA,"right",NA,5
"430",2,20,"female","диван","yes","space","right",0.532040799967945,5
"431",2,20,"female","тифон","no",NA,"right",NA,5
"432",2,20,"female","осчинь","no",NA,"right",NA,6
"433",2,20,"female","берег","yes","space","right",0.50991230038926,5
"434",2,20,"female","труба","yes","space","right",0.45889599993825,5
"435",2,20,"female","школа","yes","space","right",0.427449000068009,5
"436",2,20,"female","лужа","yes","space","right",0.441472299862653,4
"437",2,20,"female","часы","yes","space","right",0.443715200293809,4
"438",2,20,"female","гласпы","no",NA,"right",NA,6
"439",2,20,"female","бодор","no",NA,"right",NA,5
"440",2,20,"female","окно","yes","space","right",0.544741699937731,4
"441",2,20,"female","ветер","yes","space","right",0.504822600167245,5
"442",2,20,"female","свинья","yes","space","right",0.473163099959493,6
"443",2,20,"female","кусок","yes","space","right",0.482577299699187,5
"444",2,20,"female","шехня","no",NA,"right",NA,5
"445",2,20,"female","кожа","yes","space","right",0.535772600211203,4
"446",2,20,"female","плечо","yes","space","right",0.47477460000664,5
"447",2,20,"female","смилок","no",NA,"right",NA,6
"448",2,20,"female","баран","yes","space","right",0.41302639991045,5
"449",2,20,"female","трава","yes","space","right",0.478787299711257,5
"450",2,20,"female","щека","yes","space","right",0.447947000153363,4
"451",2,20,"female","мильца","no",NA,"right",NA,6
"452",2,20,"female","гаслень","no",NA,"right",NA,7
"453",2,20,"female","сосед","yes","space","right",0.447917100042105,5
"454",2,20,"female","сапог","yes","space","right",0.542215100023896,5
"455",2,20,"female","беда","yes","space","right",0.618522100150585,4
"456",2,20,"female","выремь","no",NA,"right",NA,6
"457",2,20,"female","чинтирь","no",NA,"right",NA,7
"458",2,20,"female","письмо","yes","space","right",0.500988900195807,6
"459",2,20,"female","город","yes","space","right",0.486802199855447,5
"460",2,20,"female","васка","no",NA,"right",NA,5
"461",2,20,"female","еверть","no",NA,"right",NA,6
"462",2,20,"female","солнце","yes","space","right",0.643806499894708,6
"463",2,20,"female","конец","yes","space","right",0.471895500086248,5
"464",2,20,"female","свеча","yes","space","right",0.436339899897575,5
"465",2,20,"female","транка","no",NA,"right",NA,6
"466",2,20,"female","песня","yes","space","right",0.66848160000518,5
"467",2,20,"female","веньмо","no",NA,"right",NA,6
"468",2,20,"female","мясо","yes","space","right",0.612439800053835,4
"469",2,20,"female","целдер","no",NA,"right",NA,6
"470",2,20,"female","лицо","yes","space","right",0.395257099997252,4
"471",2,20,"female","ложка","yes","space","right",0.523559399880469,5
"472",2,20,"female","пальто","yes","space","right",0.427368099801242,6
"473",2,20,"female","выгло","no",NA,"right",NA,5
"474",2,20,"female","бутфиль","no",NA,"right",NA,7
"475",2,20,"female","бикень","no",NA,"right",NA,6
"476",2,20,"female","желсок","no",NA,"right",NA,6
"477",2,20,"female","бекня","no",NA,"right",NA,5
"478",2,20,"female","танец","yes","space","right",0.505605499725789,5
"479",2,20,"female","губа","yes","space","right",0.498734700027853,4
"480",2,20,"female","гжольты","no",NA,"right",NA,7
"481",2,20,"female","ваза","yes","space","right",0.495768399909139,4
